Seed,Gen,MaxFitness,MinFitness,AvgFitness
5,77,0.799744,0.575772,0.733349
5,78,0.799744,0.0413428,0.729473
5,79,0.799744,0.102568,0.727316
5,80,0.799744,0.105905,0.724429
5,81,0.818599,0.10328,0.727502
5,82,0.799744,0.518457,0.723779
5,83,0.80457,0.385446,0.733974
5,84,0.799744,0.100912,0.690167
5,85,0.818599,0.0413921,0.710782
5,86,0.818599,0.0370975,0.736243
5,87,0.818599,0.518457,0.756248
5,88,0.818599,0.123286,0.744614
5,89,0.818599,0.0444887,0.753431
5,90,0.818599,0.253601,0.784901
5,91,0.818599,0.722961,0.78963
5,92,0.903832,0.271798,0.754335
5,93,0.903832,0.0445426,0.762
5,94,0.903832,0.104734,0.723478
5,95,0.893495,0.0424203,0.736973
5,96,0.896057,0.345781,0.762771
5,97,0.903832,0.0447467,0.789664
5,98,0.893495,0.116095,0.772534
5,99,0.893495,0.268068,0.787665
5,100,0.878426,0.268068,0.79412
6,0,0.245984,0.0174672,0.0603522
6,1,0.868961,0.0240148,0.109727
6,2,0.456704,0.0333558,0.167136
6,3,0.457268,0.0350468,0.267914
6,4,0.554908,0.0498432,0.306789
6,5,0.554908,0.0399659,0.331566
6,6,0.517679,0.21624,0.351979
6,7,0.528625,0.305278,0.393406
6,8,0.594495,0.172351,0.410501
6,9,0.643459,0.295814,0.481515
6,10,0.597907,0.311439,0.46627
6,11,0.597907,0.234099,0.482618
6,12,0.608976,0.0517328,0.501042
6,13,0.6668,0.390915,0.510638
6,14,0.608976,0.390915,0.50923
6,15,0.612858,0.0971959,0.501936
6,16,0.612858,0.15605,0.507676
6,17,0.612858,0.0499149,0.496704
6,18,0.597907,0.157141,0.488634
6,19,0.658371,0.173172,0.517113
6,20,0.612858,0.0769864,0.524247
6,21,0.612858,0.49034,0.532154
6,22,0.608976,0.520264,0.534801
6,23,0.531547,0.528625,0.528976
6,24,0.531547,0.0778301,0.519726
6,25,0.608976,0.040968,0.512008
6,26,0.531547,0.528625,0.528786
6,27,0.530617,0.108539,0.506675
6,28,0.608976,0.393005,0.526132
6,29,0.548095,0.0778301,0.511968
6,30,0.530617,0.393005,0.518718
6,31,0.53268,0.108539,0.494294
6,32,0.530195,0.16446,0.497025
6,33,0.530195,0.0409505,0.497354
6,34,0.56802,0.255487,0.519541
6,35,0.530195,0.255487,0.511427
6,36,0.530195,0.0409554,0.515849
6,37,0.53339,0.0778477,0.505255
6,38,0.53396,0.037299,0.48848
6,39,0.539142,0.0778477,0.500979
6,40,0.532141,0.0518221,0.513992
6,41,0.532141,0.393453,0.516577
6,42,0.532141,0.0436315,0.500186
6,43,0.835003,0.22478,0.505809
6,44,0.747161,0.22478,0.533977
6,45,0.835003,0.257361,0.552194
6,46,0.53339,0.0374959,0.497314
6,47,0.835003,0.403616,0.52833
6,48,0.84631,0.109347,0.54393
6,49,0.84488,0.529437,0.570458
6,50,0.84488,0.22478,0.605079
6,51,0.84488,0.0409554,0.602178
6,52,0.84488,0.0518221,0.634615
6,53,0.867453,0.0406941,0.624186
6,54,0.931012,0.529437,0.628678
6,55,0.84488,0.258291,0.648344
6,56,0.84488,0.112821,0.676942
6,57,0.84488,0.529437,0.791011
6,58,0.935979,0.0421486,0.809228
6,59,0.935979,0.792644,0.837381
6,60,0.84488,0.835003,0.839836
6,61,0.84969,0.747161,0.836047
6,62,0.934929,0.294187,0.827464
6,63,0.850919,0.105507,0.826122
6,64,0.867453,0.295404,0.830505
6,65,0.868961,0.0385143,0.798188
6,66,0.879662,0.118287,0.822458
6,67,0.879662,0.0376132,0.796388
6,68,0.879662,0.114067,0.826031
6,69,0.868961,0.313048,0.819339
6,70,0.84488,0.719632,0.834402
6,71,0.84488,0.726956,0.838582
6,72,0.84488,0.112821,0.823021
6,73,0.84488,0.797448,0.843931
6,74,0.848608,0.118287,0.824192
6,75,0.848608,0.295404,0.806515
6,76,0.856458,0.758725,0.842269
6,77,0.856458,0.758725,0.84396
6,78,0.856458,0.8036,0.844513
